,permno,ticker
4990,12059,SCHR
4991,12060,
4992,12060,GE
4993,12060,GE
4994,12060,GE
4995,12060,GE
4996,12060,GE
4997,12060,GE
4998,12060,GE
4999,12061,ALTP
5000,12062,NHLI
5001,12062,NH
5002,12062,NH
5003,12062,LH
5004,12062,LH
5005,12062,LH
5006,12062,LH
5007,12062,LH
5008,12063,NERX
5009,12063,NERX
5010,12063,PARD
5011,12063,PARD
5012,12063,PARD
5013,12064,SCHO
5014,12065,SCHP
5015,12066,USCI
5016,12066,USCI
5017,12066,USCI
5018,12067,NVLS
5019,12068,OLDB
5020,12068,OLDB
5021,12068,ONB
5022,12068,ONB
5023,12068,ONB
5024,12069,OSBW
5025,12069,OSBW
5026,12070,WSR
5027,12070,WSR
5028,12070,WSR
5029,12071,PACE
5030,12072,PKWY
5031,12072,PKWY
5032,12072,PKWY
5033,12072,PKY
5034,12072,PKY
5035,12073,PBCT
5036,12073,PBCT
5037,12073,PBCT
5038,12074,PRDE
5039,12074,PRDE
5040,12074,PDE
5041,12074,PDE
5042,12074,PDE
5043,12075,ELD
5044,12076,SIG
5045,12077,DMED
5046,12078,ELMD
5047,12078,ELMD
5048,12078,ELMD
5049,12079,
5050,12079,GM
5051,12079,GM
5052,12080,GMAN
5053,12081,MDMD
5054,12082,MMYT
5055,12083,SALN
5056,12084,NXPI
5057,12085,PATH
5058,12086,HAMS
5059,12086,HAMS
5060,12087,
5061,12087,GRX
5062,12087,GRX
5063,12087,
5064,12087,GRX
5065,12088,PSTB
5066,12088,PSTB
5067,12089,RP
5068,12090,TSRX
5069,12091,STOT
5070,12091,STOT
5071,12091,SG
5072,12092,SLMAJ
5073,12093,COR
5074,12093,COR
5075,12094,SNPX
5076,12095,
5077,12095,GRS
5078,12095,GSX
5079,12095,GSX
5080,12096,APIN
5081,12096,APIN
5082,12096,APIN
5083,12096,APIN
5084,12097,CCSC
5085,12098,ECON
5086,12098,ECON
5087,12099,TUSC
5088,12099,TUSC
5089,12100,TKUN
5090,12100,UTDM
5091,12100,UTD
5092,12101,ELT
5093,12101,ELT
5094,12102,UTRX
5095,12103,FSD
5096,12103,FSD
5097,12103,FSD
5098,12103,FSD
5099,12104,HBP
5100,12105,ENZL
5101,12105,ENZL
5102,12106,WSBX
5103,12106,WSB
5104,12106,WSB
5105,12106,WSB
5106,12107,WATFZ
5107,12107,WATFZ
5108,12108,
5109,12108,GOU
5110,12109,EWZS
5111,12109,EWZS
5112,12110,AVCC
5113,12110,AVCC
5114,12110,AVCC
5115,12110,AVCC
5116,12111,ALIG
5117,12111,
5118,12111,ALIG
5119,12111,ALIG
5120,12111,INCM
5121,12111,INCM
5122,12112,TUXX
5123,12113,ADSI
5124,12113,ADSI
5125,12113,MBFA
5126,12113,MBFD
5127,12113,MBFA
5128,12113,WRPC
5129,12113,WRPC
5130,12113,GLOV
5131,12114,AFTI
5132,12114,AFTI
5133,12114,AFTQ
5134,12115,RODS
5135,12115,RODS
5136,12116,
5137,12117,ALMI
5138,12117,ALMI
5139,12117,ALMI
5140,12117,NQLI
5141,12118,APGG
5142,12118,
5143,12118,APGT
5144,12118,ATA
5145,12119,ARIX
5146,12120,ASIX
5147,12120,ASIX
5148,12121,ATEX
5149,12121,ATEX
5150,12122,AURA
5151,12123,AURE
5152,12124,
5153,12124,GI
5154,12124,GI
5155,12124,GMBL
5156,12125,ALTE
5157,12125,ALTE
5158,12125,ALTE
5159,12125,ALE
5160,12125,ALE
5161,12125,ALE
5162,12126,APCO
5163,12126,APCO
5164,12126,APCO
5165,12127,AUIN
5166,12128,BHAG
5167,12129,BRSI
5168,12130,BION
5169,12131,BLIS
5170,12132,
5171,12132,GLN
5172,12133,
5173,12134,BRIN
5174,12134,BRIN
5175,12135,CBLM
5176,12136,CASH
5177,12137,CSTB
5178,12138,CTHI
5179,12138,CTHI
5180,12138,CTH
5181,12138,CTH
5182,12139,CSBK
5183,12140,
5184,12140,GR
5185,12140,GR
5186,12140,GR
5187,12140,GR
5188,12140,GR
5189,12140,GR
5190,12140,GR
5191,12141,ALTA
5192,12141,ALTA
5193,12142,TCDR
5194,12143,CEXY
5195,12144,CNBL
5196,12144,WCBC
5197,12145,CTMC
5198,12145,GSLM
5199,12145,GSLM
5200,12146,CSBR
5201,12146,CSBR
5202,12146,
5203,12146,
5204,12146,
5205,12146,
5206,12146,CSBR
5207,12147,LPTV
5208,12148,CLML
5209,12149,COLB
5210,12149,COB
5211,12149,COB
5212,12149,CBRX
5213,12149,CBRX
5214,12149,JNP
5215,12150,CBPA
5216,12151,CMBS
5217,12151,
5218,12151,CSB
5219,12151,CSB
5220,12152,CSAV
5221,12153,CRMD
5222,12154,DSFL
5223,12154,DNFD
5224,12155,DANN
5225,12155,CRSS
5226,12156,DPRS
5227,12157,DVGL
5228,12157,DVGL
5229,12158,DACO
5230,12159,
5231,12159,
5232,12159,GB
5233,12159,GB
5234,12160,CBNF
5235,12160,AAIR
5236,12161,ERCE
5237,12161,ERCE
5238,12162,ELAS
5239,12163,EQGC
5240,12164,FFFG
5241,12165,FMCO
5242,12165,FMCO
5243,12166,FXBC
5244,12166,FXBC
5245,12166,FRBK
5246,12166,FRBK
5247,12166,FRBK
5248,12167,
5249,12167,
5250,12167,GUX
5251,12167,GUX
5252,12168,ALTN
5253,12168,ALTN
5254,12168,ALTN
5255,12169,FRCC
5256,12169,DORL
5257,12169,DRL
5258,12169,DRL
5259,12169,DRL
5260,12169,DRL
5261,12169,DRL
5262,12169,DRL
5263,12170,FALI
5264,12171,FMPI
5265,12171,VASO
5266,12172,GNWF
5267,12173,GNCMA
5268,12173,GNCMA
5269,12173,GNCMA
5270,12174,GGNS
5271,12174,GGNS
5272,12175,
5273,12175,GNI
5274,12175,GNI
5275,12175,GNI
5276,12175,GNI
5277,12175,GNI
5278,12176,ALTC
5279,12176,
5280,12176,ALTC
5281,12177,GEXA
5282,12177,
5283,12177,
5284,12177,GEXA
5285,12178,GLMA
5286,12178,GLMA
5287,12178,GLMA
5288,12179,GSAT
5289,12180,GSNB
5290,12181,GRAY
5291,12182,GWBB
5292,12183,
5293,12183,GN
5294,12183,GN
5295,12184,ALTN
5296,12184,ALTN
5297,12185,GECX
5298,12186,HQOS
5299,12186,HQSA
5300,12187,HABN
5301,12187,HABN
5302,12187,EMBR
5303,12188,EARS
5304,12188,EARS
5305,12188,
5306,12188,EAR
5307,12188,EAR
5308,12188,EAR
5309,12188,EAR
5310,12188,EAR
5311,12189,HIFS
5312,12190,HTXA
5313,12190,TORM
5314,12190,TORM
5315,12191,
5316,12191,GSW
5317,12192,ALTO
5318,12192,ALTO
5319,12193,HOMG
5320,12193,HOMG
5321,12194,HMCO
5322,12195,IHHI
5323,12195,IHHI
5324,12196,IVET
5325,12196,IVT
5326,12197,IFIG
5327,12198,IBCO
5328,12199,KPCI
5329,12199,KP
5330,12200,KILE
5331,12201,KBAZ
5332,12202,KLOC
5333,12202,KLOCD
5334,12202,KLOC
5335,12202,KLOC
5336,12203,LKAI
5337,12204,
5338,12205,ALRN
5339,12206,LSSI
5340,12207,LEPGY
5341,12207,LEPGY
5342,12208,LERY
5343,12208,ACCU
5344,12209,LWAY
5345,12210,XRMD
5346,12210,LLMD
5347,12210,LLMD
5348,12211,LINZ
5349,12211,LNN
5350,12211,LNN
5351,12212,
5352,12213,AMCN
5353,12214,LOGC
5354,12215,MLRC
5355,12215,MLRC
5356,12216,BOCA
5357,12216,BOCA
5358,12216,BOCA
5359,12216,BOCA
5360,12217,MMSS
5361,12217,
5362,12217,MSS
5363,12217,MSS
5364,12217,MSS
5365,12217,MSS
5366,12217,MSS
5367,12217,MSS
5368,12217,MEAS
5369,12217,MEAS
5370,12218,MMRX
5371,12218,MMRX
5372,12219,ECNS
5373,12220,
5374,12220,
5375,12220,GFO
5376,12220,GFO
5377,12221,AMAR
5378,12221,AMAR
5379,12221,BEST
5380,12221,BEST
5381,12221,BEST
5382,12221,
5383,12221,BSTW
5384,12222,MGIN
5385,12222,MGIN
5386,12223,METC
5387,12224,MTBS
5388,12224,MTO
5389,12225,MRAC
5390,12226,MWGP
5391,12226,MWGP
5392,12226,MGPI
5393,12226,MGPI
5394,12227,MRSI
5395,12228,MTNA
5396,12229,MLGM
5397,12230,NYCM
5398,12230,NYCM
5399,12230,NYCMV
5400,12230,NYCM
5401,12230,AMXI
5402,12230,AMXI
5403,12231,NTRK
5404,12232,NBKC
5405,12233,NPCO
5406,12234,NOAB
5407,12235,NOLB
5408,12236,NOVN
5409,12237,FERT
5410,12237,FERT
5411,12238,OCLB
5412,12239,
5413,12240,AMRX
5414,12241,LOOK
5415,12242,PANL
5416,12243,APHC
5417,12243,APHC
5418,12243,APHC
5419,12243,TRPC
5420,12244,PHRM
5421,12245,PRIN
5422,12246,PSAB
5423,12246,PBNK
5424,12246,PBNK
5425,12247,
5426,12248,PWRR
5427,12248,PWX
5428,12248,PWX
5429,12248,PWX
5430,12248,PWX
5431,12248,PWX
5432,12249,PACC
5433,12249,PVA
5434,12250,MEMRY
5435,12250,MEMRY
5436,12250,MEMRY
5437,12251,SAYP
5438,12252,CLUB
5439,12252,GOLF
5440,12252,GOLF
5441,12252,GOLF
5442,12253,SAVO
5443,12253,SAVO
5444,12253,FRSH
5445,12254,SWAR
5446,12255,
5447,12256,AMBA
5448,12257,STCH
5449,12257,STCH
5450,12257,
5451,12257,STCH
5452,12257,STCH
5453,12258,SHRT
5454,12259,SIER
5455,12260,SOFS
5456,12260,MSEL
5457,12260,MSEL
5458,12260,MSEL
5459,12261,TWRX
5460,12262,SSCO
5461,12263,
5462,12264,AMBR
5463,12265,TTEK
5464,12265,VISX
5465,12265,VSX
5466,12265,VISX
5467,12265,EYE
5468,12265,EYE
5469,12266,TCLN
5470,12266,TCLN
5471,12266,
5472,12266,TCLN
5473,12266,TCLN
5474,12266,PPHM
5475,12266,PPHM
5476,12266,PPHM
5477,12266,CDMO
5478,12267,TGEN
5479,12268,TAGI
5480,12269,TOMKY
5481,12269,TKS
5482,12269,TKS
5483,12269,TKS
5484,12270,TPLG
5485,12271,
5486,12271,GHH
5487,12271,HPI
5488,12271,HPI
5489,12272,AOGC
5490,12273,RRRC
5491,12273,
5492,12273,RRRC
5493,12274,UNBS
5494,12274,UNBS
5495,12274,
5496,12274,UNBS
5497,12275,VSLF
5498,12275,VSLF
5499,12275,VSLF
5500,12275,VSLF
5501,12275,VSLF
5502,12276,VSBC
5503,12277,VCAR
5504,12277,VCAR
5505,12278,VESP
5506,12279,VCRI
5507,12279,VCRI
5508,12279,FTET
5509,12279,FTET
5510,12279,FTET
5511,12279,FTET
5512,12279,FTET
5513,12280,VDSA
5514,12280,VDSA
5515,12281,WAIN
5516,12282,WLRF
5517,12282,WLRF
5518,12282,WLRF
5519,12282,WLRF
5520,12283,WESC
5521,12283,WESC
5522,12283,WESC
5523,12284,WWTK
5524,12285,WLPI
5525,12286,DWSI
5526,12287,EPHE
5527,12288,CFD
5528,12288,CFD
5529,12289,CORP
5530,12290,BABZ
5531,12291,RNO
5532,12292,GNR
5533,12293,SFUN
5534,12293,SFUN
5535,12293,SFUN
5536,12293,SFUN
5537,12293,SFUN
5538,12293,SFUN
5539,12294,VOOG
5540,12295,VOOV
5541,12296,VIOV
5542,12297,VIOG
5543,12298,
5544,12298,
5545,12298,
5546,12298,HRZ
5547,12299,AMCR
5548,12299,
5549,12299,AMED
5550,12300,
5551,12300,
5552,12300,HLL
5553,12301,VIOO
5554,12302,IVOV
5555,12303,IVOG
5556,12304,IVOO
5557,12305,VOO
5558,12305,VOO
5559,12306,CCX
5560,12307,AMRS
5561,12307,AMRS
5562,12308,CHTR
5563,12308,CHTR
5564,12309,FULL
5565,12310,HGSH
5566,12310,HGSH
5567,12310,GGE
5568,12311,KEYP
5569,12312,SQI
5570,12313,VONE
5571,12314,VONG
5572,12315,VONV
5573,12316,VTHR
5574,12317,VTWG
5575,12318,VTWO
5576,12319,
5577,12319,HM
5578,12319,HM
5579,12320,DMAL
5580,12320,ACST
5581,12320,ACST
5582,12320,AIZ
5583,12320,AIZ
5584,12321,VTWV
5585,12322,GTAA
5586,12323,CCG
5587,12323,CCG
5588,12323,CCG
5589,12324,MY
5590,12325,DQ
5591,12325,DQ
5592,12325,DQ
5593,12326,GLTR
5594,12326,GLTR
5595,12326,GLTR
5596,12326,GLTR
5597,12326,GLTR
5598,12326,GLTR
5599,12327,
5600,12328,AMCE
5601,12328,AMLE
5602,12328,
5603,12328,
5604,12328,AMLE
5605,12329,EFC
5606,12329,EFC
5607,12329,EFC
5608,12330,EXAM
5609,12331,GBAB
5610,12331,GBAB
5611,12331,GBAB
5612,12331,GBAB
5613,12332,HBM
5614,12332,HBM
5615,12333,REMX
5616,12333,REMX
5617,12333,REMX
5618,12333,REMX
5619,12333,REMX
5620,12334,PEK
5621,12334,PEK
5622,12334,GLCN
5623,12334,GLCN
5624,12335,
5625,12336,DATD
5626,12336,AMCM
5627,12337,SHP
5628,12337,SHP
5629,12338,PSLV
5630,12338,PSLV
5631,12338,PSLV
5632,12338,PSLV
5633,12338,PSLV
5634,12339,XRS
5635,12339,TAL
5636,12340,TOWR
5637,12340,TOWR
5638,12340,TOWR
5639,12341,HYI
5640,12341,HYI
5641,12342,BOX
5642,12342,BOX
5643,12343,
5644,12343,
5645,12343,HW
5646,12343,HW
5647,12343,HW
5648,12344,
5649,12345,LYB
5650,12345,LYB
5651,12345,LYB
5652,12345,LYB
5653,12345,LYB
5654,12345,LYB
5655,12346,LYB
5656,12347,AEGR
5657,12348,BBRG
5658,12349,BODY
5659,12350,CAZA
5660,12350,NETE
5661,12350,NETE
5662,12350,NETE
5663,12350,NETE
5664,12350,MULN
5665,12350,MULN
5666,12350,MULN
5667,12350,MULN
5668,12350,MULN
5669,12351,
5670,12352,CCIH
5671,12353,GAGA
5672,12354,GEDU
5673,12355,HRZN
5674,12355,HRZN
5675,12356,KEYW
5676,12357,MCOX
5677,12357,MCOX
5678,12358,NFEC
5679,12358,BIMI
5680,12358,BIMI
5681,12358,BIMI
5682,12358,BIMI
5683,12358,BIMI
5684,12359,NTSP
5685,12360,PACB
5686,12362,STND
5687,12362,
5688,12362,
5689,12362,STND
5690,12363,VRA
5691,12364,ARX
5692,12365,BITA
5693,12365,BITA
5694,12366,BAH
5695,12367,XNY
5696,12367,XNY
5697,12367,XNY
5698,12367,DXF
5699,12367,DXF
5700,12367,DXF
5701,12367,DXF
5702,12368,PSF
5703,12368,PSF
5704,12369,GM
5705,12370,GLDX
5706,12370,GLDX
5707,12370,GLDX
5708,12370,GOEX
5709,12371,NORW
5710,12372,URA
5711,12372,URA
5712,12372,URA
5713,12373,HHC
5714,12373,HHC
5715,12373,HHC
5716,12373,HHC
5717,12373,HHH
5718,12373,HHH
5719,12374,IPHI
5720,12374,IPHI
5721,12375,ERUS
5722,12376,KMF
5723,12376,KMF
5724,12376,KMF
5725,12377,NOAH
5726,12377,NOAH
5727,12377,NOAH
5728,12377,NOAH
5729,12378,
5730,12379,NBD
5731,12379,NBD
5732,12380,PCYG
5733,12380,PCYG
5734,12380,TRAK
5735,12380,TRAK
5736,12381,TRSY
5737,12382,PRIS
5738,12383,PRIS
5739,12384,SEMG
5740,12384,SEMG
5741,12385,SMFG
5742,12385,SMFG
5743,12386,
5744,12386,
5745,12386,
5746,12386,H
5747,12387,AMLC
5748,12388,SYSW
5749,12389,TPLM
5750,12390,XUE
5751,12391,CMRE
5752,12391,CMRE
5753,12392,ANAC
5754,12394,
5755,12394,IL
5756,12395,ITLY
5757,12395,ITLY
5758,12395,
5759,12395,
5760,12395,MAAR
5761,12395,MAAR
5762,12395,MAAR
5763,12395,MAAR
5764,12395,MAAR
5765,12395,RIOH
5766,12395,RHC
5767,12396,CTE
5768,12397,GLBS
5769,12397,GLBS
5770,12397,GLBS
5771,12397,GLBS
5772,12398,GNOM
5773,12399,IMRS
5774,12400,LPLA
5775,12400,LPLA
5776,12401,LZEN
5777,12402,PRMW
5778,12403,RDA
5779,12405,SODA
5780,12406,SPBC
5781,12407,
5782,12408,AMRF
5783,12409,SUNH
5784,12410,TFM
5785,12411,TKMR
5786,12411,ABUS
5787,12412,VNQI
5788,12413,ZGNX
5789,12413,ZGNX
5790,12415,
5791,12416,ABNK
5792,12423,
5793,12424,AWAL
5794,12431,
5795,12431,IR
5796,12431,IR
5797,12431,IR
5798,12431,IR
5799,12431,IR
5800,12431,IR
5801,12431,IR
5802,12431,IR
5803,12431,IR
5804,12431,TT
5805,12431,TT
5806,12432,GOAA
5807,12432,GOAA
5808,12437,ABH
5809,12437,RFP
5810,12437,RFP
5811,12437,RFP
5812,12438,HYLD
5813,12439,AVL
5814,12440,CTP
5815,12441,FLYX
5816,12442,DUST
5817,12442,DUST
5818,12442,DUST
5819,12442,DUST
5820,12442,DUST
5821,12443,NUGT
5822,12443,NUGT
5823,12443,NUGT
5824,12443,NUGT
5825,12443,NUGT
5826,12443,NUGT
5827,12444,DANG
5828,12445,WITE
5829,12446,FXCM
5830,12446,FXCM
5831,12446,FXCM
5832,12446,FXCM
5833,12446,GLBR
5834,12447,AG
5835,12447,AG
5836,12448,FRC
5837,12448,FRC
5838,12448,FRC
5839,12448,FRC
5840,12449,FLT
5841,12449,CPAY
5842,12450,FRF
5843,12451,GCAP
5844,12451,GCAP
5845,12451,GCAP
5846,12452,INFU
5847,12453,STIP
5848,12454,ISS
5849,12455,LAS
5850,12456,MMI
5851,12457,KBWP
5852,12457,KBWP
5853,12457,KBWP
5854,12458,
5855,12458,IAD
5856,12458,IAD
5857,12458,IAD
5858,12458,RT
5859,12458,RT
5860,12458,RYI
5861,12459,AMAG
5862,12460,KBWX
5863,12461,KBWD
5864,12461,KBWD
5865,12461,KBWD
5866,12462,KBWY
5867,12462,KBWY
5868,12462,KBWY
5869,12463,RALS
5870,12464,QRE
5871,12465,EWEM
5872,12466,
5873,12466,IC
5874,12466,IC
5875,12466,IC
5876,12467,GASO
5877,12468,EWEF
5878,12469,EWRM
5879,12469,EWMC
5880,12470,EWRS
5881,12470,EWSC
5882,12471,EWRI
5883,12472,EDF
5884,12472,EDF
5885,12472,EDF
5886,12473,SWFT
5887,12473,KNX
5888,12474,
5889,12475,AMCA
5890,12476,TRGP
5891,12476,TRGP
5892,12476,TRGP
5893,12477,WD
5894,12477,WD
5895,12478,YOKU
5896,12478,YOKU
5897,12478,YOKU
5898,12478,YOKU
5899,12479,AAC
5900,12480,ACNB
5901,12481,BONA
5902,12482,
5903,12483,ABNJ
5904,12484,CPGI
5905,12484,CPGI
5906,12485,CTEK
5907,12485,
5908,12485,
5909,12485,
5910,12485,
5911,12485,SIXD
5912,12486,DYSL
5913,12486,DYSL
5914,12487,HFBL
5915,12488,LEDS
5916,12488,LEDS
5917,12489,MOBI
5918,12490,
5919,12490,IBM
5920,12490,IBM
5921,12490,IBM
5922,12490,IBM
5923,12490,IBM
5924,12491,AMBC
5925,12491,AMBC
5926,12491,AMBC
5927,12491,AMBC
5928,12492,OSN
5929,12492,OSN
5930,12493,QADA
5931,12494,RNET
5932,12495,SGOC
5933,12495,SGOC
5934,12495,SGOC
5935,12495,SGOC
5936,12495,TROO
5937,12496,UNXL
5938,12497,VTUS
5939,12497,ASMB
5940,12497,ASMB
5941,12498,ANCB
5942,12499,BCDS
5943,12500,DCIX
5944,12500,DCIX
5945,12500,DCIX
5946,12500,DCIX
5947,12500,DCIX
5948,12500,DCIX
5949,12500,DCIX
5950,12500,DCIX
5951,12500,PSHG
5952,12500,PSHG
5953,12500,PSHG
5954,12501,FRP
5955,12502,OFED
5956,12503,
5957,12503,HR
5958,12503,HR
5959,12503,NAV
5960,12503,NAV
5961,12503,NAV
5962,12503,
5963,12503,NAV
5964,12503,NAV
5965,12504,AMSA
5966,12504,
5967,12504,
5968,12504,AMSA
5969,12504,AMSA
5970,12504,AMSA
5971,12504,BKC
5972,12504,BKC
5973,12505,OXLC
5974,12506,TBET
5975,12507,VELT
5976,12508,VXUS
5977,12509,WBKC
5978,12510,HDGE
5979,12510,HDGE
5980,12511,
5981,12511,
5982,12511,IGL
5983,12511,IGL
5984,12511,IMA
5985,12511,MKG
5986,12511,MKG
5987,12512,
5988,12513,AAT
5989,12514,ACP
5990,12514,ACP
5991,12514,ACP
5992,12514,ACP
5993,12515,BKU
5994,12515,BKU
5995,12515,BKU
5996,12515,BKU
5997,12515,BKU
5998,12516,BGX
5999,12516,BGX
6000,12516,BGX
6001,12516,BGX
6002,12517,BSJF
6003,12518,BSJE
6004,12519,BSJD
6005,12520,BSJC
6006,12521,DMD
6007,12521,DMD
6008,12521,LFGR
6009,12521,LEAF
6010,12521,LEAF
6011,12522,AGOL
6012,12522,AGOL
6013,12522,AGOL
6014,12523,GNT
6015,12523,GNT
6016,12523,GNT
6017,12523,GNT
6018,12524,EMGX
6019,12525,EMVX
6020,12526,ALUM
6021,12527,IBIO
6022,12527,IBIO
6023,12527,IBIO
6024,12527,IBIO
6025,12528,MCC
6026,12528,MCC
6027,12528,MCC
6028,12528,MCC
6029,12528,PFX
6030,12529,EAPS
6031,12530,VIXM
6032,12530,VIXM
6033,12530,VIXM
6034,12531,VIXY
6035,12531,VIXY
6036,12531,VIXY
6037,12531,VIXY
6038,12531,VIXY
6039,12531,VIXY
6040,12531,VIXY
6041,12531,VIXY
6042,12532,EWAC
6043,12533,XTL
6044,12534,XHE
6045,12535,SCHM
6046,12536,SCHH
6047,12537,WDTI
6048,12537,WTMF
6049,12538,
6050,12538,
6051,12538,
6052,12538,IMC
6053,12538,IMC
6054,12538,IM
6055,12539,ABIG
6056,12539,ABIG
6057,12539,ABI
6058,12540,AGRO
6059,12540,AGRO
6060,12540,AGRO
6061,12541,INXN
6062,12541,INXN
6063,12542,NLSN
6064,12542,NLSN
6065,12542,NLSN
6066,12542,NLSN
6067,12543,AFT
6068,12543,AFT
6069,12543,AFT
6070,12544,CDM
6071,12545,FSE
6072,12546,
6073,12546,N
6074,12546,N
6075,12546,N
6076,12546,N
6077,12546,N
6078,12547,ABLA
6079,12548,FSA
6080,12549,FSU
6081,12550,FOL
6082,12551,FSG
6083,12552,ASEA
6084,12553,AND
6085,12554,
6086,12554,IRC
6087,12555,ABEF
6088,12556,GPL
6089,12556,GPL
6090,12556,GPL
6091,12556,GPL
6092,12557,IFT
6093,12557,IFT
6094,12557,IFT
6095,12557,EMG
6096,12558,KMI
6097,12558,KMI
6098,12558,KMI
6099,12558,KMI
6100,12559,NPTN
6101,12560,JMF
6102,12560,JMF
6103,12560,JMF
6104,12561,TPS
6105,12562,
6106,12562,
6107,12562,ILS
6108,12562,ILS
6109,12563,
6110,12564,EDIV
6111,12565,EBND
6112,12566,INN
6113,12566,INN
6114,12567,NAGS
6115,12567,NAGS
6116,12568,CRUD
6117,12568,CRUD
6118,12569,WRN
6119,12569,WRN
6120,12569,WRN
6121,12570,
6122,12570,IT
6123,12570,IIN
6124,12570,IIN
6125,12570,IIN
6126,12570,IIN
6127,12570,ITT
6128,12570,ITT
6129,12570,ITT
6130,12570,ITT
6131,12570,ITT
6132,12570,ITT
6133,12570,ITT
6134,12570,ITT
6135,12570,ITT
6136,12571,ABMD
6137,12572,ZA
6138,12572,ZA
6139,12573,ACRX
6140,12573,ACRX
6141,12573,TLPH
6142,12574,BGMD
6143,12574,BGMD
6144,12575,ECYT
6145,12576,EPOC
6146,12577,FLDM
6147,12577,LAB
6148,12578,FONE
6149,12578,NXTG
6150,12579,GEVO
6151,12579,GEVO
6152,12579,GEVO
6153,12579,GEVO
6154,12580,KIPS
6155,12581,MEDH
6156,12581,MODL
6157,12582,PCOM
6158,12582,PCOM
6159,12583,PCRX
6160,12583,PCRX
6161,12584,SUNS
6162,12584,SUNS
6163,12585,SWSH
6164,12585,SWSH
6165,12586,TBOW
6166,12586,TBOW
6167,12586,TBOW
6168,12587,TRNX
6169,12587,WMGI
6170,12588,USCR
6171,12589,
6172,12590,BPRC
6173,12591,APO
6174,12591,APO
6175,12591,APO
6176,12592,BONE
6177,12592,BONE
6178,12592,
6179,12592,
6180,12592,XTNT
6181,12592,XTNT
6182,12592,XTNT
6183,12593,BCX
6184,12593,BCX
6185,12594,TYNS
6186,12595,SAGG
6187,12596,TYBS
6188,12597,
6189,12598,ACIC
6190,12598,ACIC
6191,12598,ACAP
6192,12599,XG
6193,12600,FMU
6194,12601,FLG
6195,12602,FMM
6196,12603,FUI
6197,12604,FTQ
6198,12605,FRL
6199,12606,FOS
6200,12607,FIL
6201,12608,FHC
6202,12609,FFL
6203,12610,FEG
6204,12611,FCD
6205,12612,FCL
6206,12613,FCQ
6207,12614,FBM
6208,12615,FF
6209,12615,FF
6210,12615,FF
6211,12616,XOIL
6212,12617,GGGG
6213,12617,GGGG
6214,12618,
6215,12619,ACIX
6216,12620,TSXV
6217,12620,JUNR
6218,12620,JUNR
6219,12621,ARGT
6220,12621,ARGT
6221,12622,HCA
6222,12622,HCA
6223,12622,HCA
6224,12622,HCA
6225,12623,HII
6226,12623,HII
6227,12623,HII
6228,12624,CROP
6229,12625,HDV
6230,12626,
6231,12626,JWT
6232,12626,JWL
6233,12626,JWL
6234,12627,ACES
6235,12627,ACES
6236,12627,ACES
6237,12627,ACES
6238,12627,ACES
6239,12627,ACES
6240,12627,ACES
6241,12627,ACES
6242,12627,AVCS
6243,12628,MCHI
6244,12628,MCHI
6245,12629,MX
6246,12630,COLX
6247,12631,BKLN
6248,12631,BKLN
6249,12632,IGS
6250,12633,SJB
6251,12634,
6252,12635,AMLL
6253,12636,QIHU
6254,12637,VOG
6255,12637,EOX
6256,12637,EOX
6257,12637,EOX
6258,12638,ALD
6259,12639,CSOD
6260,12640,SREV
6261,12641,AL
6262,12642,
6263,12643,ACTCA
6264,12644,UAN
6265,12644,UAN
6266,12645,ELLI
6267,12645,ELLI
6268,12645,ELLI
6269,12646,FPA
6270,12646,FPA
6271,12647,FEP
6272,12647,FEP
6273,12648,FLN
6274,12648,FLN
6275,12649,FBZ
6276,12649,FBZ
6277,12650,
6278,12650,KSU
6279,12650,KSU
6280,12650,KSU
6281,12650,KSU
6282,12650,KSU
6283,12651,FCA
6284,12651,FCA
6285,12652,FJP
6286,12652,FJP
6287,12653,FKO
6288,12653,FKO
6289,12654,FDT
6290,12654,FDT
6291,12655,FEM
6292,12655,FEM
6293,12656,FNY
6294,12656,FNY
6295,12657,FNK
6296,12657,FNK
6297,12658,FYC
6298,12658,FYC
6299,12659,FYT
6300,12659,FYT
6301,12660,GNC
6302,12660,GNC
6303,12660,GNC
6304,12661,WSTE
6305,12662,IHD
6306,12662,IHD
6307,12662,IHD
6308,12663,LON
6309,12664,GERJ
6310,12665,RSXJ
6311,12665,RSXJ
6312,12665,RSXJ
6313,12665,RSXJ
6314,12665,RSXJ
6315,12666,FLTR
6316,12666,FLTR
6317,12666,FLTR
6318,12667,MDGN
6319,12667,MDGN
6320,12667,GNMX
6321,12668,APTS
6322,12668,APTS
6323,12669,
6324,12669,
6325,12669,KYR
6326,12669,KYR
6327,12670,AMCB
6328,12671,TBZ
6329,12672,TBX
6330,12673,UJB
6331,12674,IGU
6332,12675,CBND
6333,12675,SPBO
6334,12676,HYMB
6335,12677,
6336,12677,
6337,12678,ACLP
6338,12679,SDT
6339,12680,SQNS
6340,12680,SQNS
6341,12680,SQNS
6342,12680,SQNS
6343,12680,SQNS
6344,12681,STIR
6345,12681,STAG
6346,12681,STAG
6347,12682,TMS
6348,12682,TMS
6349,12683,TLLP
6350,12683,ANDX
6351,12683,ANDX
6352,12684,ARCO
6353,12684,ARCO
6354,12685,
6355,12686,GCMN
6356,12686,ACFC
6357,12687,TEU
6358,12688,FRNK
6359,12689,GMLP
6360,12690,GSVC
6361,12690,GSVC
6362,12690,SSSS
